Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
Test: [3/3]	loss 0.425 (0.445)	Acc@1 87.279 (86.770)
Test model 1 on task 4
Test: [3/3]	loss 0.498 (0.499)	Acc@1 85.564 (85.150)
Test model 1 on task 5
Test: [3/3]	loss 0.492 (0.514)	Acc@1 85.232 (84.810)
Test model 1 on task 6
Test: [3/3]	loss 0.543 (0.543)	Acc@1 83.684 (83.410)
Test model 1 on task 7
Test: [3/3]	loss 0.539 (0.528)	Acc@1 83.407 (84.570)
Test model 1 on task 8
Test: [3/3]	loss 0.590 (0.576)	Acc@1 83.296 (83.240)
Test model 1 on task 9
Test: [3/3]	loss 0.579 (0.610)	Acc@1 83.905 (82.490)
Test model 1 on task 10
Test: [3/3]	loss 0.580 (0.613)	Acc@1 82.412 (82.090)
Test model 1 on task 11
Test: [3/3]	loss 0.671 (0.660)	Acc@1 81.361 (81.390)
Test model 1 on task 12
Test: [3/3]	loss 0.692 (0.701)	Acc@1 79.093 (78.910)
Test model 1 on task 13
Test: [3/3]	loss 0.733 (0.701)	Acc@1 78.429 (79.060)
Test model 1 on task 14
Test: [3/3]	loss 0.726 (0.719)	Acc@1 78.706 (78.620)
Test model 1 on task 15
Test: [3/3]	loss 0.708 (0.734)	Acc@1 77.434 (77.960)
Test model 1 on task 16
Test: [3/3]	loss 0.776 (0.822)	Acc@1 75.553 (74.850)
Test model 1 on task 17
Test: [3/3]	loss 0.782 (0.798)	Acc@1 76.881 (75.250)
Test model 1 on task 18
Test: [3/3]	loss 0.832 (0.843)	Acc@1 73.673 (73.070)
Test model 1 on task 19
Test: [3/3]	loss 0.845 (0.866)	Acc@1 74.834 (73.280)
Test model 1 on task 20
Test: [3/3]	loss 0.929 (0.920)	Acc@1 70.796 (71.500)
Test model 1 on task 21
Test: [3/3]	loss 1.011 (0.982)	Acc@1 69.801 (69.630)
Test model 1 on task 22
Test: [3/3]	loss 0.943 (0.947)	Acc@1 69.248 (70.120)
Test model 1 on task 23
Test: [3/3]	loss 0.961 (0.981)	Acc@1 69.358 (69.580)
Test model 1 on task 24
Test: [3/3]	loss 1.056 (1.050)	Acc@1 68.142 (68.250)
Test model 1 on task 25
Test: [3/3]	loss 1.082 (1.063)	Acc@1 66.704 (67.140)
Test model 1 on task 26
Test: [3/3]	loss 1.118 (1.123)	Acc@1 64.104 (64.170)
Test model 1 on task 27
Test: [3/3]	loss 1.075 (1.075)	Acc@1 67.810 (66.310)
Test model 1 on task 28
Test: [3/3]	loss 1.164 (1.170)	Acc@1 62.942 (62.330)
Test model 1 on task 29
Test: [3/3]	loss 1.171 (1.159)	Acc@1 62.334 (63.610)
Test model 1 on task 30
Test: [3/3]	loss 1.188 (1.196)	Acc@1 60.398 (60.800)
Test model 1 on task 31
Test: [3/3]	loss 1.316 (1.327)	Acc@1 58.352 (56.530)
Test model 1 on task 32
Test: [3/3]	loss 1.329 (1.328)	Acc@1 59.458 (58.020)
Test model 1 on task 33
Test: [3/3]	loss 1.290 (1.306)	Acc@1 56.969 (56.430)
Test model 1 on task 34
Test: [3/3]	loss 1.458 (1.472)	Acc@1 52.710 (51.440)
Test model 1 on task 35
Test: [3/3]	loss 1.386 (1.405)	Acc@1 51.383 (50.700)
Test model 1 on task 36
Test: [3/3]	loss 1.498 (1.499)	Acc@1 49.115 (49.010)
Test model 1 on task 37
Test: [3/3]	loss 1.358 (1.370)	Acc@1 53.374 (52.230)
Test model 1 on task 38
Test: [3/3]	loss 1.486 (1.491)	Acc@1 49.723 (49.610)
Test model 1 on task 39
Test: [3/3]	loss 1.445 (1.456)	Acc@1 50.885 (50.020)
Test model 1 on task 40
Test: [3/3]	loss 1.629 (1.631)	Acc@1 43.031 (43.020)
############################################################ Avg acc: 69.69
Task 41 Model 1:
0 ['1.650', '2.818']
10 ['1.687', '2.549']
20 ['1.752', '2.309']
30 ['1.803', '2.450']
40 ['1.833', '2.272']
50 ['1.849', '2.398']
60 ['1.857', '2.236']
70 ['1.862', '2.226']
80 ['1.867', '1.987']
90 ['1.866', '2.006']
100 ['1.869', '2.110']
110 ['1.875', '2.020']
120 ['1.876', '2.171']
130 ['1.877', '2.040']
140 ['1.878', '2.084']
150 ['1.878', '1.953']
160 ['1.881', '1.875']
170 ['1.882', '1.878']
180 ['1.881', '1.866']
190 ['1.881', '2.004']
200 ['1.884', '1.740']
210 ['1.885', '1.816']
220 ['1.888', '1.939']
230 ['1.892', '1.909']
240 ['1.895', '1.953']
250 ['1.896', '1.859']
260 ['1.897', '1.812']
270 ['1.896', '2.017']
280 ['1.899', '1.731']
290 ['1.902', '1.879']
300 ['1.901', '1.786']
310 ['1.901', '1.791']
320 ['1.902', '1.954']
330 ['1.908', '1.949']
340 ['1.909', '1.729']
350 ['1.911', '1.753']
360 ['1.915', '1.673']
370 ['1.919', '1.833']
380 ['1.917', '1.780']
390 ['1.918', '1.862']
400 ['1.920', '1.742']
410 ['1.923', '1.687']
420 ['1.923', '1.752']
430 ['1.923', '1.767']
440 ['1.926', '1.809']
450 ['1.928', '1.646']
460 ['1.929', '1.653']
Train: [1][469/469]	loss 0.092 (0.093)	Acc@1 27.083 (30.260)
Test model 1 on task 1
Test: [3/3]	loss 0.419 (0.432)	Acc@1 86.394 (86.170)
Test model 1 on task 2
Test: [3/3]	loss 0.443 (0.446)	Acc@1 86.394 (86.330)
Test model 1 on task 3
Test: [3/3]	loss 0.458 (0.446)	Acc@1 86.449 (86.760)
Test model 1 on task 4
Test: [3/3]	loss 0.496 (0.499)	Acc@1 85.177 (85.160)
Test model 1 on task 5
Test: [3/3]	loss 0.515 (0.516)	Acc@1 84.292 (84.810)
Test model 1 on task 6
Test: [3/3]	loss 0.564 (0.544)	Acc@1 82.799 (83.480)
Test model 1 on task 7
Test: [3/3]	loss 0.540 (0.530)	Acc@1 84.015 (84.450)
Test model 1 on task 8
Test: [3/3]	loss 0.581 (0.577)	Acc@1 83.186 (83.260)
Test model 1 on task 9
Test: [3/3]	loss 0.582 (0.612)	Acc@1 84.071 (82.360)
Test model 1 on task 10
Test: [3/3]	loss 0.615 (0.614)	Acc@1 81.914 (82.120)
Test model 1 on task 11
Test: [3/3]	loss 0.658 (0.662)	Acc@1 81.803 (81.300)
Test model 1 on task 12
Test: [3/3]	loss 0.691 (0.702)	Acc@1 79.591 (79.050)
Test model 1 on task 13
Test: [3/3]	loss 0.683 (0.703)	Acc@1 79.204 (79.070)
Test model 1 on task 14
Test: [3/3]	loss 0.726 (0.719)	Acc@1 77.489 (78.620)
Test model 1 on task 15
Test: [3/3]	loss 0.723 (0.735)	Acc@1 77.600 (77.950)
Test model 1 on task 16
Test: [3/3]	loss 0.809 (0.822)	Acc@1 75.608 (74.950)
Test model 1 on task 17
Test: [3/3]	loss 0.794 (0.799)	Acc@1 75.608 (75.160)
Test model 1 on task 18
Test: [3/3]	loss 0.859 (0.843)	Acc@1 72.898 (73.110)
Test model 1 on task 19
Test: [3/3]	loss 0.872 (0.866)	Acc@1 73.175 (73.390)
Test model 1 on task 20
Test: [3/3]	loss 0.965 (0.920)	Acc@1 69.746 (71.530)
Test model 1 on task 21
Test: [3/3]	loss 0.944 (0.980)	Acc@1 72.235 (69.790)
Test model 1 on task 22
Test: [3/3]	loss 0.958 (0.948)	Acc@1 70.465 (70.270)
Test model 1 on task 23
Test: [3/3]	loss 0.982 (0.980)	Acc@1 69.524 (69.720)
Test model 1 on task 24
Test: [3/3]	loss 1.040 (1.052)	Acc@1 68.584 (68.040)
Test model 1 on task 25
Test: [3/3]	loss 1.071 (1.067)	Acc@1 66.814 (66.890)
Test model 1 on task 26
Test: [3/3]	loss 1.126 (1.120)	Acc@1 63.053 (64.410)
Test model 1 on task 27
Test: [3/3]	loss 1.069 (1.073)	Acc@1 65.265 (66.310)
Test model 1 on task 28
Test: [3/3]	loss 1.140 (1.170)	Acc@1 63.164 (62.340)
Test model 1 on task 29
Test: [3/3]	loss 1.152 (1.157)	Acc@1 64.159 (63.880)
Test model 1 on task 30
Test: [3/3]	loss 1.192 (1.195)	Acc@1 60.509 (60.810)
Test model 1 on task 31
Test: [3/3]	loss 1.312 (1.322)	Acc@1 57.190 (57.030)
Test model 1 on task 32
Test: [3/3]	loss 1.312 (1.327)	Acc@1 57.854 (58.240)
Test model 1 on task 33
Test: [3/3]	loss 1.319 (1.304)	Acc@1 56.803 (56.670)
Test model 1 on task 34
Test: [3/3]	loss 1.451 (1.472)	Acc@1 51.327 (51.400)
Test model 1 on task 35
Test: [3/3]	loss 1.388 (1.399)	Acc@1 50.774 (50.870)
Test model 1 on task 36
Test: [3/3]	loss 1.489 (1.495)	Acc@1 49.945 (49.070)
Test model 1 on task 37
Test: [3/3]	loss 1.386 (1.370)	Acc@1 51.272 (52.340)
Test model 1 on task 38
Test: [3/3]	loss 1.479 (1.486)	Acc@1 50.442 (49.840)
Test model 1 on task 39
Test: [3/3]	loss 1.457 (1.455)	Acc@1 49.502 (50.030)
Test model 1 on task 40
Test: [3/3]	loss 1.603 (1.624)	Acc@1 44.027 (43.170)
Test model 1 on task 41
Test: [3/3]	loss 1.653 (1.673)	Acc@1 39.215 (38.700)
############################################################ Avg acc: 69.00
Task 42 Model 1:
0 ['1.676', '3.474']
10 ['1.719', '3.279']
20 ['1.818', '2.871']
30 ['1.881', '2.623']
40 ['1.909', '2.649']
50 ['1.914', '2.381']
60 ['1.924', '2.397']
70 ['1.928', '2.162']
80 ['1.925', '2.304']
90 ['1.936', '2.495']
100 ['1.949', '2.242']
110 ['1.955', '2.253']
120 ['1.959', '2.320']
130 ['1.963', '2.070']
140 ['1.967', '2.041']
150 ['1.970', '2.219']
160 ['1.977', '2.409']
170 ['1.979', '1.913']
180 ['1.981', '2.314']
190 ['1.985', '2.188']
200 ['1.991', '2.156']
210 ['1.999', '2.181']
220 ['2.003', '1.941']
230 ['2.002', '2.018']
240 ['2.006', '1.969']
250 ['2.011', '2.010']
260 ['2.013', '1.953']
270 ['2.011', '1.866']
280 ['2.014', '1.897']
290 ['2.021', '2.009']
300 ['2.025', '2.026']
310 ['2.027', '1.937']
320 ['2.031', '1.953']
330 ['2.034', '1.860']
340 ['2.039', '1.928']
350 ['2.042', '1.808']
360 ['2.045', '1.871']
370 ['2.048', '1.815']
380 ['2.050', '1.855']
390 ['2.055', '1.769']
400 ['2.058', '1.903']
410 ['2.064', '1.649']
420 ['2.065', '1.744']
430 ['2.067', '1.926']
440 ['2.067', '1.644']
450 ['2.066', '1.767']
460 ['2.066', '1.711']
Train: [1][469/469]	loss 0.090 (0.097)	Acc@1 37.500 (28.343)
Test model 1 on task 1
Test: [3/3]	loss 0.429 (0.433)	Acc@1 86.117 (86.080)
Test model 1 on task 2
Test: [3/3]	loss 0.410 (0.446)	Acc@1 86.726 (86.260)
Test model 1 on task 3
Test: [3/3]	loss 0.456 (0.447)	Acc@1 86.283 (86.710)
Test model 1 on task 4
Test: [3/3]	loss 0.493 (0.501)	Acc@1 85.675 (85.110)
Test model 1 on task 5
Test: [3/3]	loss 0.542 (0.517)	Acc@1 84.237 (84.810)
Test model 1 on task 6
Test: [3/3]	loss 0.535 (0.545)	Acc@1 83.186 (83.390)
Test model 1 on task 7
Test: [3/3]	loss 0.546 (0.531)	Acc@1 84.569 (84.400)
Test model 1 on task 8
Test: [3/3]	loss 0.583 (0.579)	Acc@1 83.628 (83.240)
Test model 1 on task 9
Test: [3/3]	loss 0.630 (0.614)	Acc@1 81.969 (82.300)
Test model 1 on task 10
Test: [3/3]	loss 0.624 (0.616)	Acc@1 82.080 (82.020)
Test model 1 on task 11
Test: [3/3]	loss 0.626 (0.664)	Acc@1 81.416 (81.180)
Test model 1 on task 12
Test: [3/3]	loss 0.690 (0.704)	Acc@1 78.706 (78.900)
Test model 1 on task 13
Test: [3/3]	loss 0.696 (0.706)	Acc@1 78.706 (79.010)
Test model 1 on task 14
Test: [3/3]	loss 0.719 (0.720)	Acc@1 77.710 (78.460)
Test model 1 on task 15
Test: [3/3]	loss 0.750 (0.736)	Acc@1 77.378 (78.040)
Test model 1 on task 16
Test: [3/3]	loss 0.846 (0.824)	Acc@1 74.723 (74.860)
Test model 1 on task 17
Test: [3/3]	loss 0.793 (0.800)	Acc@1 76.604 (75.190)
Test model 1 on task 18
Test: [3/3]	loss 0.861 (0.846)	Acc@1 72.069 (72.930)
Test model 1 on task 19
Test: [3/3]	loss 0.897 (0.865)	Acc@1 71.571 (73.580)
Test model 1 on task 20
Test: [3/3]	loss 0.902 (0.921)	Acc@1 71.903 (71.510)
Test model 1 on task 21
Test: [3/3]	loss 0.972 (0.981)	Acc@1 69.967 (69.650)
Test model 1 on task 22
Test: [3/3]	loss 0.963 (0.951)	Acc@1 69.303 (69.900)
Test model 1 on task 23
Test: [3/3]	loss 0.982 (0.982)	Acc@1 68.197 (69.460)
Test model 1 on task 24
Test: [3/3]	loss 1.093 (1.050)	Acc@1 67.091 (68.110)
Test model 1 on task 25
Test: [3/3]	loss 1.058 (1.068)	Acc@1 67.533 (66.940)
Test model 1 on task 26
Test: [3/3]	loss 1.108 (1.118)	Acc@1 65.155 (64.510)
Test model 1 on task 27
Test: [3/3]	loss 1.071 (1.073)	Acc@1 65.708 (66.440)
Test model 1 on task 28
Test: [3/3]	loss 1.182 (1.169)	Acc@1 63.385 (62.400)
Test model 1 on task 29
Test: [3/3]	loss 1.141 (1.156)	Acc@1 65.155 (63.970)
Test model 1 on task 30
Test: [3/3]	loss 1.209 (1.194)	Acc@1 59.845 (60.890)
Test model 1 on task 31
Test: [3/3]	loss 1.324 (1.319)	Acc@1 56.361 (56.960)
Test model 1 on task 32
Test: [3/3]	loss 1.326 (1.324)	Acc@1 58.628 (58.180)
Test model 1 on task 33
Test: [3/3]	loss 1.298 (1.301)	Acc@1 56.858 (56.730)
Test model 1 on task 34
Test: [3/3]	loss 1.476 (1.463)	Acc@1 51.162 (51.780)
Test model 1 on task 35
Test: [3/3]	loss 1.384 (1.394)	Acc@1 51.438 (51.120)
Test model 1 on task 36
Test: [3/3]	loss 1.476 (1.493)	Acc@1 49.945 (49.130)
Test model 1 on task 37
Test: [3/3]	loss 1.359 (1.366)	Acc@1 52.323 (52.630)
Test model 1 on task 38
Test: [3/3]	loss 1.459 (1.483)	Acc@1 50.830 (49.860)
Test model 1 on task 39
Test: [3/3]	loss 1.455 (1.442)	Acc@1 49.945 (50.520)
Test model 1 on task 40
Test: [3/3]	loss 1.608 (1.614)	Acc@1 42.865 (43.680)
Test model 1 on task 41
Test: [3/3]	loss 1.634 (1.665)	Acc@1 40.763 (38.940)
Test model 1 on task 42
Test: [3/3]	loss 1.697 (1.721)	Acc@1 42.367 (41.330)
############################################################ Avg acc: 68.36
Task 43 Model 1:
0 ['1.755', '3.363']
10 ['1.797', '2.990']
20 ['1.881', '2.781']
30 ['1.940', '2.553']
40 ['1.970', '2.586']
50 ['1.981', '2.452']
60 ['1.982', '2.354']
70 ['1.989', '2.420']
80 ['1.992', '2.256']
90 ['1.996', '2.462']
100 ['2.001', '2.418']
110 ['2.007', '2.176']
120 ['2.008', '2.285']
130 ['2.013', '2.151']
140 ['2.018', '2.127']
150 ['2.019', '2.065']
160 ['2.020', '2.318']
170 ['2.020', '2.310']
180 ['2.023', '2.079']
190 ['2.029', '2.172']
200 ['2.037', '2.007']
210 ['2.038', '2.184']
220 ['2.038', '2.366']
230 ['2.043', '1.990']
240 ['2.046', '1.966']
250 ['2.047', '2.224']
260 ['2.050', '2.084']
270 ['2.052', '1.840']
280 ['2.055', '2.003']
290 ['2.056', '2.041']
300 ['2.064', '2.059']
310 ['2.062', '1.959']
320 ['2.060', '1.911']
330 ['2.062', '2.290']
340 ['2.066', '2.046']
350 ['2.072', '1.926']
360 ['2.076', '1.808']
370 ['2.078', '2.078']
380 ['2.081', '1.829']
390 ['2.083', '1.966']
400 ['2.087', '2.006']
410 ['2.091', '1.802']
420 ['2.090', '1.699']
430 ['2.091', '1.938']
440 ['2.094', '1.903']
450 ['2.096', '1.882']
460 ['2.097', '1.927']
Train: [1][469/469]	loss 0.096 (0.097)	Acc@1 29.167 (25.940)
Test model 1 on task 1
Test: [3/3]	loss 0.419 (0.433)	Acc@1 87.168 (86.090)
Test model 1 on task 2
Test: [3/3]	loss 0.440 (0.448)	Acc@1 86.504 (86.250)
Test model 1 on task 3
Test: [3/3]	loss 0.431 (0.448)	Acc@1 86.394 (86.630)
Test model 1 on task 4
Test: [3/3]	loss 0.475 (0.502)	Acc@1 86.504 (85.070)
Test model 1 on task 5
Test: [3/3]	loss 0.535 (0.518)	Acc@1 84.679 (84.750)
Test model 1 on task 6
Test: [3/3]	loss 0.541 (0.549)	Acc@1 84.292 (83.270)
Test model 1 on task 7
Test: [3/3]	loss 0.536 (0.532)	Acc@1 84.126 (84.290)
Test model 1 on task 8
Test: [3/3]	loss 0.596 (0.580)	Acc@1 82.301 (83.120)
Test model 1 on task 9
Test: [3/3]	loss 0.588 (0.615)	Acc@1 82.909 (82.340)
Test model 1 on task 10
Test: [3/3]	loss 0.601 (0.617)	Acc@1 81.527 (81.960)
Test model 1 on task 11
Test: [3/3]	loss 0.659 (0.666)	Acc@1 81.582 (81.140)
Test model 1 on task 12
Test: [3/3]	loss 0.720 (0.707)	Acc@1 79.369 (78.880)
Test model 1 on task 13
Test: [3/3]	loss 0.708 (0.708)	Acc@1 79.148 (78.860)
Test model 1 on task 14
Test: [3/3]	loss 0.729 (0.724)	Acc@1 78.650 (78.420)
Test model 1 on task 15
Test: [3/3]	loss 0.759 (0.738)	Acc@1 76.217 (77.900)
Test model 1 on task 16
Test: [3/3]	loss 0.865 (0.824)	Acc@1 73.451 (74.860)
Test model 1 on task 17
Test: [3/3]	loss 0.815 (0.803)	Acc@1 75.055 (75.070)
Test model 1 on task 18
Test: [3/3]	loss 0.840 (0.847)	Acc@1 71.681 (72.930)
Test model 1 on task 19
Test: [3/3]	loss 0.855 (0.868)	Acc@1 72.788 (73.450)
Test model 1 on task 20
Test: [3/3]	loss 0.908 (0.921)	Acc@1 72.400 (71.430)
Test model 1 on task 21
Test: [3/3]	loss 0.977 (0.982)	Acc@1 69.358 (69.610)
Test model 1 on task 22
Test: [3/3]	loss 0.952 (0.951)	Acc@1 69.690 (69.820)
Test model 1 on task 23
Test: [3/3]	loss 1.003 (0.984)	Acc@1 68.639 (69.330)
Test model 1 on task 24
Test: [3/3]	loss 1.043 (1.050)	Acc@1 68.363 (68.190)
Test model 1 on task 25
Test: [3/3]	loss 1.091 (1.070)	Acc@1 64.546 (66.670)
Test model 1 on task 26
Test: [3/3]	loss 1.155 (1.116)	Acc@1 63.274 (64.330)
Test model 1 on task 27
Test: [3/3]	loss 1.071 (1.073)	Acc@1 67.035 (66.560)
Test model 1 on task 28
Test: [3/3]	loss 1.185 (1.171)	Acc@1 62.445 (62.310)
Test model 1 on task 29
Test: [3/3]	loss 1.144 (1.158)	Acc@1 64.491 (63.720)
Test model 1 on task 30
Test: [3/3]	loss 1.211 (1.188)	Acc@1 60.564 (61.320)
Test model 1 on task 31
Test: [3/3]	loss 1.333 (1.319)	Acc@1 55.863 (57.140)
Test model 1 on task 32
Test: [3/3]	loss 1.299 (1.320)	Acc@1 59.956 (58.320)
Test model 1 on task 33
Test: [3/3]	loss 1.292 (1.300)	Acc@1 56.361 (56.830)
Test model 1 on task 34
Test: [3/3]	loss 1.477 (1.457)	Acc@1 51.162 (51.980)
Test model 1 on task 35
Test: [3/3]	loss 1.411 (1.395)	Acc@1 50.996 (50.990)
Test model 1 on task 36
Test: [3/3]	loss 1.509 (1.490)	Acc@1 49.115 (48.840)
Test model 1 on task 37
Test: [3/3]	loss 1.357 (1.355)	Acc@1 52.157 (53.160)
Test model 1 on task 38
Test: [3/3]	loss 1.481 (1.483)	Acc@1 50.111 (49.700)
Test model 1 on task 39
Test: [3/3]	loss 1.431 (1.440)	Acc@1 51.715 (50.730)
Test model 1 on task 40
Test: [3/3]	loss 1.582 (1.608)	Acc@1 44.027 (43.880)
Test model 1 on task 41
Test: [3/3]	loss 1.650 (1.663)	Acc@1 39.491 (39.110)
Test model 1 on task 42
Test: [3/3]	loss 1.700 (1.715)	Acc@1 42.644 (41.510)
Test model 1 on task 43
Test: [3/3]	loss 1.791 (1.792)	Acc@1 36.283 (37.060)
############################################################ Avg acc: 67.62
Task 44 Model 1:
0 ['1.833', '3.500']
10 ['1.893', '3.008']
20 ['2.014', '2.734']
30 ['2.068', '2.576']
40 ['2.084', '2.549']
50 ['2.080', '2.519']
60 ['2.080', '2.364']
70 ['2.085', '2.233']
80 ['2.087', '2.310']
90 ['2.088', '2.255']
100 ['2.096', '2.254']
110 ['2.093', '2.214']
120 ['2.095', '2.308']
130 ['2.102', '2.183']
140 ['2.108', '2.193']
150 ['2.110', '2.201']
160 ['2.105', '2.273']
170 ['2.105', '2.025']
180 ['2.109', '2.150']
190 ['2.113', '2.211']
200 ['2.117', '1.815']
210 ['2.117', '2.011']
220 ['2.121', '2.126']
230 ['2.121', '2.059']
240 ['2.122', '2.002']
250 ['2.125', '2.135']
260 ['2.128', '2.131']
270 ['2.136', '1.946']
280 ['2.142', '1.888']
290 ['2.142', '2.060']
300 ['2.145', '2.078']
310 ['2.151', '1.822']
320 ['2.150', '1.834']
330 ['2.149', '1.810']
340 ['2.152', '1.717']
350 ['2.160', '1.819']
360 ['2.163', '1.955']
370 ['2.164', '1.846']
380 ['2.169', '1.747']
390 ['2.172', '1.963']
400 ['2.174', '2.013']
410 ['2.174', '1.903']
420 ['2.177', '1.925']
430 ['2.183', '1.887']
440 ['2.184', '1.955']
450 ['2.183', '1.788']
460 ['2.183', '1.715']
Train: [1][469/469]	loss 0.090 (0.096)	Acc@1 34.375 (29.380)
Test model 1 on task 1
Test: [3/3]	loss 0.413 (0.432)	Acc@1 86.670 (86.120)
Test model 1 on task 2
Test: [3/3]	loss 0.438 (0.449)	Acc@1 85.785 (86.220)
Test model 1 on task 3
Test: [3/3]	loss 0.454 (0.449)	Acc@1 85.177 (86.620)
Test model 1 on task 4
Test: [3/3]	loss 0.502 (0.504)	Acc@1 84.513 (85.000)
Test model 1 on task 5
Test: [3/3]	loss 0.525 (0.520)	Acc@1 85.122 (84.710)
Test model 1 on task 6
Test: [3/3]	loss 0.571 (0.551)	Acc@1 83.186 (83.290)
Test model 1 on task 7
Test: [3/3]	loss 0.530 (0.533)	Acc@1 84.237 (84.220)
Test model 1 on task 8
Test: [3/3]	loss 0.573 (0.582)	Acc@1 83.850 (83.190)
Test model 1 on task 9
Test: [3/3]	loss 0.600 (0.616)	Acc@1 82.909 (82.400)
Test model 1 on task 10
Test: [3/3]	loss 0.623 (0.618)	Acc@1 81.250 (82.030)
Test model 1 on task 11
Test: [3/3]	loss 0.677 (0.667)	Acc@1 80.697 (81.270)
Test model 1 on task 12
Test: [3/3]	loss 0.709 (0.709)	Acc@1 78.761 (78.880)
Test model 1 on task 13
Test: [3/3]	loss 0.667 (0.709)	Acc@1 80.808 (79.030)
Test model 1 on task 14
Test: [3/3]	loss 0.698 (0.727)	Acc@1 80.586 (78.400)
Test model 1 on task 15
Test: [3/3]	loss 0.740 (0.738)	Acc@1 77.434 (77.850)
Test model 1 on task 16
Test: [3/3]	loss 0.802 (0.827)	Acc@1 75.221 (74.770)
Test model 1 on task 17
Test: [3/3]	loss 0.830 (0.803)	Acc@1 74.115 (75.030)
Test model 1 on task 18
Test: [3/3]	loss 0.863 (0.848)	Acc@1 72.954 (72.890)
Test model 1 on task 19
Test: [3/3]	loss 0.855 (0.869)	Acc@1 73.894 (73.250)
Test model 1 on task 20
Test: [3/3]	loss 0.899 (0.920)	Acc@1 71.903 (71.540)
Test model 1 on task 21
Test: [3/3]	loss 0.944 (0.981)	Acc@1 70.796 (69.560)
Test model 1 on task 22
Test: [3/3]	loss 0.953 (0.949)	Acc@1 70.299 (69.920)
Test model 1 on task 23
Test: [3/3]	loss 1.005 (0.985)	Acc@1 68.916 (69.220)
Test model 1 on task 24
Test: [3/3]	loss 1.046 (1.049)	Acc@1 68.695 (68.250)
Test model 1 on task 25
Test: [3/3]	loss 1.056 (1.071)	Acc@1 67.257 (66.710)
Test model 1 on task 26
Test: [3/3]	loss 1.120 (1.115)	Acc@1 63.164 (64.380)
Test model 1 on task 27
Test: [3/3]	loss 1.095 (1.071)	Acc@1 66.150 (66.550)
Test model 1 on task 28
Test: [3/3]	loss 1.140 (1.173)	Acc@1 62.887 (62.310)
Test model 1 on task 29
Test: [3/3]	loss 1.149 (1.153)	Acc@1 63.993 (63.910)
Test model 1 on task 30
Test: [3/3]	loss 1.208 (1.186)	Acc@1 60.619 (61.250)
Test model 1 on task 31
Test: [3/3]	loss 1.322 (1.313)	Acc@1 56.582 (57.430)
Test model 1 on task 32
Test: [3/3]	loss 1.321 (1.316)	Acc@1 59.347 (58.290)
Test model 1 on task 33
Test: [3/3]	loss 1.272 (1.294)	Acc@1 58.850 (57.120)
Test model 1 on task 34
Test: [3/3]	loss 1.458 (1.456)	Acc@1 51.493 (51.960)
Test model 1 on task 35
Test: [3/3]	loss 1.400 (1.392)	Acc@1 51.383 (50.900)
Test model 1 on task 36
Test: [3/3]	loss 1.452 (1.483)	Acc@1 49.226 (49.160)
Test model 1 on task 37
Test: [3/3]	loss 1.328 (1.353)	Acc@1 54.535 (53.160)
Test model 1 on task 38
Test: [3/3]	loss 1.456 (1.486)	Acc@1 50.664 (49.670)
Test model 1 on task 39
Test: [3/3]	loss 1.477 (1.431)	Acc@1 49.336 (51.050)
Test model 1 on task 40
Test: [3/3]	loss 1.570 (1.603)	Acc@1 45.686 (44.030)
Test model 1 on task 41
Test: [3/3]	loss 1.683 (1.656)	Acc@1 37.500 (39.410)
Test model 1 on task 42
Test: [3/3]	loss 1.717 (1.705)	Acc@1 40.653 (41.930)
Test model 1 on task 43
Test: [3/3]	loss 1.810 (1.786)	Acc@1 35.619 (37.170)
Test model 1 on task 44
Test: [3/3]	loss 1.771 (1.782)	Acc@1 38.496 (37.460)
############################################################ Avg acc: 66.99
Task 45 Model 1:
0 ['1.779', '3.434']
10 ['1.822', '3.054']
20 ['1.928', '3.149']
30 ['2.023', '2.736']
40 ['2.049', '2.783']
50 ['2.062', '2.689']
60 ['2.061', '2.610']
70 ['2.066', '2.554']
80 ['2.069', '2.615']
90 ['2.076', '2.596']
100 ['2.086', '2.491']
110 ['2.092', '2.479']
120 ['2.094', '2.580']
130 ['2.098', '2.415']
140 ['2.104', '2.480']
150 ['2.111', '2.320']
160 ['2.118', '2.364']
170 ['2.123', '2.312']
180 ['2.123', '2.456']
190 ['2.122', '2.238']
200 ['2.131', '2.255']
210 ['2.134', '2.328']
220 ['2.140', '2.354']
